0.11	8.30
0.11	8.50
0.11	8.10
0.11	8.28
0.11	8.18
0.11	8.07
0.11	8.26
0.11	8.19
0.10	7.80
0.10	7.70
0.11	8.17
0.11	8.11
0.10	7.70
0.11	8.23
0.11	8.10
0.11	8.03
0.10	7.65
0.11	8.14
0.10	7.73
0.10	7.66
0.10	7.86
0.10	7.73
0.11	7.95
0.11	7.83
0.11	8.07
0.11	7.98
12.85	20.56
12.85	21.85
12.91	20.65
12.93	20.69
12.94	22.01
12.93	19.39
12.91	19.36
12.88	19.32
12.85	23.13
12.86	23.14
12.88	18.03
12.90	20.64
12.94	20.71
12.94	19.41
12.93	24.56
12.87	19.30
12.85	17.99
12.84	20.55
12.86	23.14
12.91	21.95
12.93	21.98
12.94	22.00
12.92	21.96
12.90	24.50
12.86	27.01
12.84	23.11
12.86	27.00
12.88	28.33
12.90	24.50
12.94	28.46
12.92	31.02
12.90	30.97
12.84	33.39
12.82	33.34
12.83	33.35
12.87	33.47
12.90	41.27
12.91	40.03
12.92	41.33
12.87	47.63
12.84	48.81
12.82	51.28
12.81	51.23
12.82	56.43
12.85	57.82
12.88	59.23
12.89	59.31
12.88	65.67
12.84	73.21
12.77	79.19
12.75	87.97
12.74	104.47
12.82	112.82
12.80	128.05
12.68	143.30
12.74	173.23
12.62	220.81
12.50	249.96
12.57	281.66
12.45	291.24
12.37	336.38
12.13	486.49
11.94	472.82
12.02	502.28
12.06	495.84
11.90	497.26
12.08	505.99
12.00	492.17
11.95	498.24
12.09	504.24
11.93	490.41
12.02	503.65
12.06	499.13
11.88	487.08
12.08	505.99
11.99	495.28
11.90	496.07
12.08	506.33
11.92	490.94
11.95	501.82
12.05	497.76
11.88	494.05
12.02	503.65
12.05	497.75
11.89	494.71
12.08	504.79
11.99	494.08
11.96	500.96
12.14	478.47
12.39	289.84
12.70	177.76
12.79	127.89
12.73	101.86
12.81	98.63
12.84	97.56
12.84	98.90
12.82	97.41
12.79	97.22
12.76	95.74
12.74	95.59
12.76	98.23
12.78	95.89
12.82	93.56
12.86	86.19
12.87	69.51
12.86	60.46
12.82	49.98
12.81	43.56
12.82	38.47
12.84	34.67
12.91	32.27
12.92	28.43
12.94	24.58
12.90	27.09
12.88	24.46
12.85	23.13
12.84	25.69
12.86	21.87
12.89	21.91
12.92	25.83
12.93	24.57
12.92	24.56
12.90	23.22
12.84	23.12
12.84	19.25
12.85	23.13
12.87	19.30
12.93	19.39
12.94	19.42
12.94	18.12
12.90	19.34
12.87	18.02
12.85	19.28
12.86	19.29
12.88	18.03
12.91	18.07
12.93	18.11
12.94	19.41
12.92	19.38
12.90	19.34
12.84	20.55
12.85	17.99
12.86	18.00
12.92	19.37
12.94	20.70
12.94	19.41
12.94	19.40
12.88	19.33
12.86	19.29
12.85	19.27
12.86	19.30
12.89	19.34
12.92	19.38
12.94	20.70
12.93	19.39
12.91	18.07
12.88	19.33
12.84	20.55
12.85	20.56
12.87	16.73
12.92	18.09
12.94	19.40
12.94	19.41
12.90	21.92
12.86	21.87
12.84	25.69
12.84	26.96
12.86	28.30
12.88	29.63
12.91	30.98
12.92	32.30
12.90	34.83
12.87	37.32
12.82	43.58
12.80	48.66
12.81	51.23
12.83	60.29
12.88	61.83
12.88	67.00
12.88	70.82
12.82	70.49
12.80	67.82
12.78	70.27
12.79	69.08
12.82	67.93
12.85	70.67
12.87	69.51
12.87	69.49
12.85	68.10
12.82	66.69
12.77	70.25
12.77	71.53
12.77	84.30
12.81	107.63
12.79	138.12
12.62	189.26
12.53	281.84
12.07	482.88
11.88	489.63
12.04	503.28
11.96	491.73
11.91	497.93
12.08	504.95
11.90	491.47
11.98	501.80
12.08	502.37
11.88	491.67
12.04	503.45
12.03	500.37
11.91	495.55
12.08	503.74
11.96	496.18
11.98	503.34
12.08	501.16
11.90	488.93
12.06	506.36
12.09	477.48
12.01	426.42
12.66	225.31
12.68	155.93
12.71	122.04
12.84	101.41
12.83	84.67
12.82	73.05
12.80	64.00
12.78	60.09
12.81	52.51
12.84	48.78
12.90	45.15
12.91	46.47
12.90	37.41
12.85	35.98
12.82	34.63
12.82	34.60
12.82	38.45
12.87	34.74
12.90	34.82
12.92	37.46
12.90	39.99
12.88	37.35
12.85	39.84
12.82	38.45
12.82	34.63
12.84	34.68
12.87	33.47
12.92	31.01
12.92	29.72
12.90	27.10
12.84	26.97
12.83	28.23
12.82	25.65
12.87	27.02
12.90	25.79
12.92	23.25
12.93	21.98
12.90	24.51
12.88	18.04
12.85	21.85
12.84	21.82
12.85	19.28
12.87	18.02
12.90	18.06
12.93	19.40
12.92	19.39
12.90	20.65
12.85	21.84
12.84	17.97
12.84	17.97
12.89	18.04
12.91	20.66
12.93	21.98
12.93	18.10
12.89	21.92
12.87	20.59
12.84	19.27
12.84	21.83
12.86	19.29
12.89	18.04
12.93	14.23
12.93	19.39
12.92	19.37
12.90	19.34
12.84	17.98
12.83	19.25
12.84	19.26
12.90	16.77
12.92	19.39
12.93	18.10
12.90	21.93
12.87	20.60
12.85	21.84
12.82	24.37
12.84	28.25
12.86	27.01
12.89	29.64
12.92	32.29
12.91	32.27
12.89	29.64
12.83	34.64
12.82	29.48
12.82	28.20
12.84	30.81
12.90	29.66
12.92	32.29
12.92	29.71
12.88	29.62
12.85	26.99
12.83	35.92
12.82	38.46
12.84	42.36
12.86	47.57
12.88	55.37
12.88	59.25
12.85	73.26
12.80	88.32
12.71	111.87
12.68	153.39
12.63	242.57
11.96	477.20
11.99	496.31
12.06	500.66
11.88	492.86
12.06	503.95
12.01	494.90
11.92	498.26
12.08	503.58
11.93	493.99
11.99	500.07
12.06	500.33
11.88	488.27
11.98	502.14
12.00	493.04
11.94	484.60
12.59	241.73
12.69	134.46
12.74	98.13
12.81	76.85
12.88	59.23
12.88	47.67
12.88	45.10
12.83	39.77
12.81	34.59
12.81	30.74
12.82	30.77
12.88	28.33
12.90	28.38
12.92	28.42
12.90	24.50
12.87	24.46
12.85	25.70
12.82	20.52
12.84	23.11
12.86	25.72
12.88	24.48
12.92	23.26
12.92	24.54
12.90	25.79
12.83	21.81
12.82	24.37
12.82	23.08
12.88	20.60
12.90	20.65
12.92	23.26
12.92	18.09
12.89	16.75
12.86	20.58
12.84	14.12
12.84	17.97
12.85	19.28
12.88	18.03
12.93	20.69
12.92	19.39
12.91	18.08
12.89	15.47
12.83	16.68
12.83	17.96
12.84	19.25
12.89	19.34
12.91	18.08
