0.11	8.30
0.11	8.20
0.11	8.11
0.11	8.27
0.10	7.86
0.10	7.77
0.10	7.98
0.10	7.90
0.10	7.81
0.10	7.70
0.10	7.86
0.10	7.75
0.10	7.66
0.10	7.85
0.10	7.75
0.10	7.72
0.11	7.92
0.11	8.05
0.10	7.71
0.11	7.93
0.10	7.76
0.10	7.69
0.10	7.61
0.10	7.76
0.10	7.68
0.12	8.47
12.56	15.07
12.55	18.82
12.56	16.33
12.59	18.88
12.64	16.43
12.64	18.97
12.64	17.69
12.62	17.67
12.56	17.58
12.54	13.80
12.54	17.56
12.59	20.14
12.62	21.45
12.64	18.95
12.64	17.69
12.61	22.69
12.59	18.88
12.54	21.33
12.55	18.83
12.56	18.85
12.58	18.88
12.64	18.96
12.64	18.97
12.64	16.43
12.58	18.86
12.56	17.58
12.54	17.56
12.57	17.60
12.59	16.37
12.62	16.41
12.64	16.43
12.63	15.16
12.61	17.65
12.58	21.39
12.54	20.06
12.54	20.07
12.56	22.61
12.62	20.19
12.64	20.22
12.64	22.75
12.63	21.47
12.57	21.37
12.55	22.59
12.54	18.80
12.56	22.61
12.59	25.18
12.61	22.70
12.64	21.48
12.63	18.94
12.60	23.94
12.58	21.38
12.54	20.06
12.54	20.06
12.56	20.09
12.62	22.71
12.63	22.74
12.64	21.48
12.59	20.15
12.56	23.87
12.54	22.58
12.54	22.57
12.56	23.86
12.58	27.68
12.60	26.47
12.63	29.04
12.61	30.27
12.59	31.48
12.53	27.57
12.52	28.81
12.53	30.07
12.58	31.46
12.61	30.26
12.62	31.56
12.62	30.30
12.58	30.20
12.56	32.65
12.53	33.84
12.53	33.83
12.54	33.87
12.57	37.70
12.61	40.35
12.60	45.38
12.58	49.08
12.52	47.58
12.49	57.47
12.48	59.89
12.47	73.56
12.51	80.08
12.53	91.46
12.54	94.03
12.51	101.32
12.42	104.37
12.40	121.49
12.47	140.90
12.38	174.52
12.21	233.29
12.13	361.38
11.70	455.28
11.72	473.65
11.80	475.38
11.62	467.12
11.73	480.85
11.80	473.02
11.62	469.45
11.79	481.12
11.74	472.11
11.66	477.06
11.82	475.01
11.68	469.38
11.73	479.68
11.80	476.56
11.62	466.96
11.78	480.79
11.74	474.46
11.61	470.13
11.81	479.57
11.68	469.38
11.65	474.24
11.80	479.08
11.62	464.96
11.72	480.36
11.75	472.27
11.62	468.13
11.78	482.98
11.68	468.37
11.65	479.90
11.81	484.30
11.62	467.29
11.71	480.20
11.81	480.59
11.61	470.29
11.78	481.80
11.81	454.60
12.14	268.34
12.44	162.93
12.43	123.09
12.44	94.58
12.48	84.90
12.52	75.15
12.56	70.32
12.57	67.87
12.55	65.27
12.53	66.42
12.47	67.35
12.47	67.35
12.48	63.67
12.54	65.23
12.57	64.10
12.58	67.91
12.58	62.88
12.53	61.41
12.51	52.54
12.50	46.25
12.52	42.57
12.54	40.14
12.58	36.47
12.62	36.59
12.62	27.76
12.60	30.23
12.57	30.17
12.52	26.30
12.52	28.81
12.54	25.07
12.60	26.46
12.62	26.50
12.62	21.46
12.60	23.93
12.57	25.14
12.54	22.58
12.53	27.56
12.54	22.58
12.57	25.14
12.60	27.71
12.63	27.78
12.62	27.76
12.60	23.94
12.54	23.82
12.53	25.06
12.53	22.55
12.54	22.58
12.61	22.69
12.62	23.99
12.63	21.47
12.60	17.64
12.57	17.60
12.55	20.08
12.54	21.31
12.56	18.84
12.58	18.87
12.61	17.65
12.64	18.95
12.62	18.94
12.61	20.17
12.54	18.82
12.54	20.06
12.54	18.81
12.60	15.12
12.62	17.66
12.64	16.43
12.64	17.69
12.60	16.37
12.56	16.33
12.55	18.82
12.54	20.06
12.56	18.85
12.58	17.62
12.63	18.95
12.63	18.95
12.62	12.62
12.60	17.63
12.54	18.82
12.54	17.55
12.54	17.56
12.60	20.16
12.62	18.92
12.63	16.42
12.62	18.92
12.59	16.37
12.56	18.85
12.54	21.32
12.54	18.81
12.56	20.10
12.59	17.62
12.63	18.95
12.63	20.21
12.61	20.18
12.55	17.57
12.54	17.55
12.53	16.29
12.54	21.33
12.60	18.90
12.62	20.19
12.63	17.68
12.63	20.21
12.58	18.86
12.55	18.82
12.53	20.05
12.55	18.83
12.58	21.38
12.60	20.17
12.62	17.67
12.62	22.72
12.60	21.41
12.57	23.89
12.53	21.30
12.53	17.55
12.56	22.60
12.58	22.64
12.63	22.74
12.62	20.20
12.61	26.49
12.55	23.85
12.53	26.32
12.52	27.54
12.53	23.80
12.58	26.43
12.60	27.73
12.62	29.02
12.60	28.97
12.57	31.42
12.54	32.62
12.52	32.56
12.53	28.82
12.55	31.38
12.58	36.47
12.62	32.80
12.61	32.78
12.59	34.00
12.56	30.15
12.51	33.78
12.51	32.53
12.53	31.32
12.59	32.74
12.61	35.30
12.62	30.28
12.61	31.53
12.55	32.64
12.52	36.32
12.51	37.52
12.53	41.36
12.55	43.92
12.57	47.76
12.59	50.35
12.57	57.83
12.54	62.70
12.51	65.04
12.46	67.29
12.46	71.05
12.48	72.41
12.55	75.29
12.56	79.11
12.56	77.85
12.54	76.47
12.47	82.29
12.44	93.28
12.42	99.37
12.46	105.88
12.51	108.86
12.50	111.22
12.42	113.07
12.42	113.07
12.49	116.18
12.50	113.76
12.40	110.37
12.41	114.16
12.48	114.79
12.48	116.07
12.41	115.40
12.40	112.85
12.46	113.43
12.50	113.72
