77.50	0.10	8.02	332472
76.50	0.10	7.91	332496
75.50	0.10	7.80	332521
77.20	0.10	7.68	332547
76.50	0.10	7.91	332571
75.70	0.10	7.52	332597
74.70	0.10	7.71	332621
76.30	0.10	7.89	332646
75.80	0.10	7.53	332672
75.00	0.10	7.75	332696
76.70	0.10	7.93	332721
76.00	0.10	7.85	332746
75.00	0.10	7.75	332771
74.10	0.10	7.65	332796
76.00	0.11	8.16	332821
74.90	0.10	7.44	332846
74.10	0.10	7.65	332871
76.00	0.10	7.85	332896
75.20	0.10	7.47	332920
74.20	0.10	7.36	332946
76.20	0.10	7.87	332971
75.50	0.10	7.80	332996
74.70	0.10	7.71	333021
73.60	0.10	7.30	333045
74.10	0.10	7.35	333071
72.90	0.10	7.23	333095
72.60	0.10	7.49	333120
1.50	12.69	19.03	333147
1.50	12.70	19.06	333172
1.30	12.73	16.55	333199
1.40	12.76	17.86	333224
1.50	12.79	19.19	333250
1.80	12.78	23.00	333277
1.50	12.76	19.14	333302
1.50	12.70	19.05	333329
1.60	12.69	20.31	333355
1.40	12.69	17.77	333380
1.60	12.71	20.33	333407
1.40	12.77	17.88	333432
1.40	12.79	17.90	333458
1.60	12.79	20.47	333485
1.60	12.75	20.40	333510
1.30	12.72	16.54	333537
1.40	12.70	17.78	333562
1.30	12.70	16.51	333588
1.40	12.72	17.81	333615
1.60	12.74	20.39	333640
1.50	12.76	19.15	333667
1.30	12.78	16.61	333692
1.60	12.77	20.43	333718
1.50	12.74	19.12	333745
1.40	12.69	17.76	333770
1.30	12.69	16.49	333797
1.40	12.70	17.77	333822
1.40	12.75	17.85	333848
1.50	12.77	19.16	333875
1.50	12.78	19.18	333900
1.30	12.78	16.61	333926
1.30	12.73	16.55	333953
1.40	12.71	17.79	333978
1.40	12.69	17.76	334005
1.40	12.70	17.79	334030
1.50	12.73	19.10	334056
1.30	12.75	16.58	334083
1.50	12.79	19.18	334108
1.20	12.78	15.34	334135
1.40	12.76	17.86	334160
1.40	12.74	17.83	334186
1.60	12.69	20.30	334213
1.40	12.69	17.76	334238
1.50	12.70	19.05	334265
1.50	12.76	19.14	334290
1.20	12.78	15.34	334316
1.30	12.79	16.62	334343
1.40	12.75	17.85	334368
1.30	12.72	16.54	334395
1.40	12.70	17.77	334420
1.40	12.68	17.76	334446
1.40	12.71	17.80	334473
1.40	12.74	17.83	334498
1.50	12.76	19.14	334524
1.80	12.78	23.01	334551
1.50	12.77	19.16	334576
1.50	12.75	19.12	334603
1.50	12.72	19.08	334628
1.70	12.68	21.56	334654
1.70	12.70	21.59	334681
1.50	12.72	19.09	334706
1.50	12.78	19.18	334733
1.80	12.79	23.03	334758
1.70	12.79	21.75	334784
1.50	12.74	19.12	334811
1.80	12.72	22.90	334836
1.80	12.70	22.85	334863
1.80	12.69	22.84	334888
1.70	12.72	21.63	334914
1.90	12.75	24.23	334941
1.70	12.78	21.72	334966
2.00	12.78	25.56	334993
2.00	12.76	25.53	335019
1.70	12.74	21.66	335044
2.10	12.69	26.65	335071
2.00	12.69	25.38	335096
2.10	12.70	26.67	335122
2.00	12.76	25.51	335149
2.40	12.78	30.66	335174
2.30	12.79	29.41	335201
2.50	12.78	31.95	335226
2.60	12.72	33.08	335252
2.30	12.70	29.20	335279
2.60	12.68	32.97	335304
2.70	12.70	34.29	335331
2.50	12.72	31.80	335356
2.80	12.74	35.68	335382
2.90	12.78	37.05	335409
3.10	12.76	39.54	335434
3.10	12.74	39.48	335461
3.20	12.71	40.68	335486
3.40	12.66	43.05	335512
3.40	12.66	43.05	335539
3.70	12.68	46.92	335564
3.50	12.74	44.59	335590
3.70	12.76	47.21	335617
3.70	12.76	47.21	335642
3.40	12.72	43.25	335669
3.50	12.69	44.42	335694
3.50	12.67	44.34	335720
3.50	12.66	44.30	335747
3.40	12.69	43.14	335772
3.40	12.72	43.24	335799
3.70	12.74	47.14	335824
3.50	12.76	44.68	335850
3.30	12.75	42.07	335877
3.60	12.72	45.79	335902
3.40	12.66	43.06	335929
3.40	12.66	43.03	335954
3.90	12.66	49.39	335980
4.00	12.67	50.69	336007
4.50	12.73	57.30	336032
4.60	12.74	58.62	336059
4.90	12.74	62.41	336084
5.40	12.68	68.45	336110
5.80	12.64	73.34	336137
6.30	12.62	79.48	336162
7.00	12.62	88.32	336188
7.90	12.62	99.74	336215
8.70	12.64	109.94	336241
9.80	12.66	124.08	336269
11.30	12.55	141.81	336296
13.70	12.50	171.27	336325
16.60	12.54	208.13	336353
19.80	12.35	244.61	336380
25.50	12.31	313.92	336409
38.50	12.00	462.15	336437
39.50	11.80	466.10	336465
41.50	11.92	494.85	336493
40.60	11.88	482.49	336521
41.10	11.79	484.65	336549
41.10	11.95	491.07	336577
40.60	11.81	479.41	336606
41.60	11.86	493.38	336633
41.00	11.93	489.22	336662
40.80	11.75	479.48	336690
41.60	11.92	495.88	336717
41.00	11.88	487.08	336746
41.00	11.74	481.51	336774
41.10	11.95	491.07	336802
40.80	11.81	481.77	336830
41.20	11.78	485.34	336859
41.00	11.93	489.22	336886
40.80	11.75	479.48	336914
41.50	11.85	491.70	336943
40.70	11.88	483.36	336970
41.10	11.74	482.52	336999
41.50	11.92	494.52	337027
41.10	11.81	485.31	337054
41.40	11.78	487.70	337083
41.30	11.94	493.29	337111
40.70	11.75	478.31	337139
41.30	11.85	489.33	337167
41.30	11.93	492.80	337196
40.90	11.74	480.17	337223
41.30	11.91	491.97	337251
40.90	11.88	485.73	337280
41.50	11.74	487.21	337307
41.40	11.94	494.32	337336
40.90	11.81	482.95	337363
41.40	11.78	487.53	337392
41.20	11.93	491.60	337420
40.60	11.76	477.30	337447
41.30	11.84	489.16	337476
39.80	11.92	474.42	337504
25.70	12.17	312.68	337532
16.10	12.52	201.53	337560
10.50	12.56	131.89	337589
8.40	12.59	105.75	337615
6.90	12.68	87.52	337641
5.80	12.72	73.78	337668
5.40	12.72	68.67	337693
4.80	12.70	60.96	337719
4.20	12.65	53.12	337745
4.00	12.65	50.59	337771
3.80	12.66	48.09	337798
3.80	12.68	48.17	337823
3.70	12.74	47.14	337849
3.80	12.75	48.46	337875
3.60	12.76	45.92	337901
3.70	12.71	47.02	337928
3.30	12.68	41.85	337953
3.50	12.66	44.33	337979
3.90	12.67	49.41	338006
3.90	12.68	49.45	338031
3.80	12.71	48.31	338058
3.40	12.74	43.30	338083
3.50	12.76	44.65	338109
3.30	12.74	42.04	338136
3.40	12.72	43.24	338161
3.20	12.66	40.53	338188
2.90	12.66	36.71	338213
3.00	12.68	38.03	338239
2.70	12.74	34.39	338266
2.50	12.76	31.89	338291
2.50	12.78	31.94	338317
2.20	12.75	28.05	338343
2.40	12.73	30.55	338369
2.00	12.70	25.40	338396
2.10	12.68	26.63	338421
2.00	12.69	25.38	338447
2.00	12.72	25.43	338473
2.10	12.74	26.76	338499
2.20	12.78	28.13	338526
2.00	12.78	25.55	338551
2.00	12.76	25.52	338577
2.00	12.70	25.39	338604
1.80	12.68	22.83	338629
2.10	12.68	26.62	338656
1.90	12.70	24.12	338681
1.90	12.75	24.23	338707
2.00	12.77	25.54	338734
1.80	12.78	23.00	338759
1.70	12.75	21.68	338785
2.00	12.73	25.46	338811
2.00	12.70	25.40	338837
1.90	12.68	24.10	338864
1.90	12.70	24.12	338889
2.00	12.72	25.44	338915
1.90	12.75	24.23	338941
2.00	12.78	25.57	338967
1.80	12.78	23.00	338994
1.80	12.76	22.97	339019
1.90	12.70	24.13	339045
1.80	12.69	22.84	339072
1.40	12.68	17.76	339097
1.50	12.74	19.10	339124
1.50	12.76	19.14	339149
1.50	12.78	19.17	339175
1.40	12.79	17.90	339202
1.50	12.75	19.13	339227
1.50	12.73	19.09	339254
1.70	12.70	21.60	339279
1.50	12.69	19.04	339305
1.50	12.71	19.06	339332
1.60	12.73	20.37	339357
1.50	12.79	19.18	339383
1.30	12.79	16.62	339409
1.50	12.78	19.16	339435
1.50	12.75	19.13	339462
1.50	12.70	19.04	339487
1.40	12.69	17.76	339513
1.50	12.69	19.03	339539
1.30	12.74	16.56	339565
1.50	12.76	19.15	339592
1.70	12.78	21.73	339617
1.60	12.77	20.43	339643
1.40	12.74	17.84	339670
1.60	12.72	20.36	339695
1.40	12.69	17.77	339722
1.40	12.69	17.77	339747
1.60	12.71	20.33	339773
1.60	12.74	20.38	339800
1.50	12.78	19.18	339825
1.60	12.78	20.45	339852
1.30	12.77	16.60	339877
1.30	12.71	16.53	339903
1.60	12.70	20.31	339930
1.30	12.69	16.49	339955
