0.12	8.82    
0.12	8.88    
0.12	9.01    
0.12	9.07    
0.12	8.88    
0.12	9.61    
0.12	8.79    
0.13	9.85    
0.12	9.30    
0.12	9.41    
0.12	9.22    
0.12	9.31    
0.12	9.09    
0.12	8.87    
0.11	8.65    
0.12	9.07    
0.12	9.19    
0.11	8.69    
0.12	9.13    
0.12	9.17    
0.11	8.69    
0.12	9.10    
0.11	8.85    
0.11	8.93    
0.12	9.15    
0.12	9.21    
0.12	9.23    
0.12	9.12    
0.12	9.18    
0.12	9.23    
0.11	8.80    
0.12	9.17    
0.11	8.90    
0.11	8.95    
0.12	9.15    
0.11	8.90    
0.11	8.92    
0.11	8.86    
0.11	8.92    
0.11	8.92    
0.11	8.91    
13.14	43.38   
13.16	43.42   
13.16	44.75   
13.12	44.60   
13.09	44.50   
13.07	45.75   
13.07	45.75   
13.09	44.50   
13.12	44.60   
13.14	43.36   
13.16	43.42   
13.14	43.38   
13.12	44.62   
13.06	43.11   
13.06	44.41   
13.07	41.82   
13.12	42.00   
13.15	38.13   
13.16	39.48   
13.16	42.11   
13.12	41.97   
13.09	39.26   
13.07	40.52   
13.08	39.23   
13.10	39.29   
13.12	40.67   
13.16	38.18   
13.16	36.86   
13.15	35.50   
13.09	32.73   
13.08	34.00   
13.07	31.37   
13.08	32.71   
13.14	28.91   
13.16	25.01   
13.18	26.36   
13.15	24.99   
13.13	23.64   
13.11	20.97   
13.08	24.86   
13.10	19.64   
13.12	22.30   
13.15	19.72   
13.18	22.41   
13.18	22.41   
13.16	18.43   
13.10	19.65   
13.09	20.94   
13.08	19.63   
13.12	17.06   
13.16	22.37   
13.17	18.44   
13.18	18.45   
13.16	18.42   
13.13	21.01   
13.11	19.66   
13.08	20.93   
13.10	20.96   
13.12	22.30   
13.18	18.45   
13.18	21.09   
13.18	21.08   
13.12	18.37   
13.10	19.65   
13.08	17.01   
13.10	22.28   
13.13	21.01   
13.15	18.41   
13.17	15.81   
13.17	21.08   
13.16	19.73   
13.13	21.01   
13.08	18.32   
13.09	17.01   
13.10	20.95   
13.16	22.37   
13.18	19.76   
13.18	23.72   
13.14	22.35   
13.12	20.99   
13.09	20.95   
13.08	24.85   
13.10	23.57   
13.12	26.23   
13.14	26.29   
13.17	26.34   
13.16	27.64   
13.14	27.59   
13.08	30.09   
13.07	30.06   
13.07	30.06   
13.12	32.79   
13.14	39.42   
13.14	35.48   
13.14	34.15   
13.10	37.98   
13.06	41.81   
13.04	39.12   
13.02	45.59   
13.04	46.96   
13.06	48.34   
13.11	49.81   
13.11	49.81   
13.09	57.61   
13.03	56.02   
13.00	61.12   
12.99	67.56   
12.99	68.84   
13.04	73.00   
13.05	78.32   
13.06	84.92   
13.04	86.09   
13.01	93.69   
12.98	98.62   
12.93	106.0   
12.96	114.0   
13.01	119.7   
12.96	123.0   
12.89	132.8   
12.95	141.1   
12.97	149.1   
12.85	155.5   
12.94	168.1   
12.88	188.0   
12.81	197.2   
12.88	212.4   
12.78	213.4   
12.82	215.4   
12.88	203.4   
12.78	199.3   
12.89	199.7   
12.86	196.7   
12.78	198.1   
12.91	198.7   
12.81	193.4   
12.81	198.5   
12.89	195.9   
12.79	195.6   
12.85	197.8   
12.85	205.5   
12.69	263.9   
12.30	500.4   
12.10	500.9   
12.08	508.7   
12.25	516.8   
12.04	504.4   
12.15	513.8   
12.23	512.5   
12.03	502.9   
12.21	516.5   
12.18	508.9   
12.08	510.8   
12.25	518.1   
12.11	502.4   
12.15	516.3   
12.23	512.5   
12.05	502.4   
12.21	516.5   
12.27	482.1   
12.07	498.4   
12.32	477.8   
12.67	275.0   
12.78	203.2   
12.95	161.8   
12.89	130.2   
12.96	111.4   
13.04	100.3   
13.00	85.78   
12.98	80.50   
12.97	72.65   
13.00	67.58   
13.03	65.14   
13.09	60.21   
13.09	62.82   
13.08	58.88   
13.07	61.42   
13.00	61.12   
12.99	59.77   
12.99	61.06   
13.04	61.27   
13.06	61.40   
13.08	58.86   
13.08	61.48   
13.06	58.77   
13.04	56.06   
13.00	50.69   
13.00	48.10   
13.02	44.27   
13.05	43.07   
13.10	40.62   
13.11	40.65   
13.10	35.38   
13.05	35.24   
13.03	32.58   
13.02	33.86   
13.05	31.32   
13.08	31.38   
