0.12	8.72
0.12	9.09
0.11	8.67
0.12	9.24
0.12	9.42
0.12	10.18
0.12	9.35
0.12	9.46
0.11	8.49
0.11	8.71
0.11	8.96
0.12	10.12
0.13	10.59
0.12	9.36
0.12	9.51
0.12	9.41
0.12	9.33
0.12	9.58
0.12	10.50
0.12	10.06
0.12	8.91
0.12	9.07
0.12	9.32
0.12	9.57
0.12	9.85
0.12	10.40
0.12	9.53
0.12	9.30
0.11	8.40
0.11	8.54
0.18	14.26
11.94	15.52
11.93	16.70
11.87	16.62
11.86	14.23
11.92	17.89
11.94	13.13
11.88	15.45
11.85	13.04
11.91	15.49
11.94	17.92
11.86	16.60
11.84	18.95
11.90	15.46
11.94	16.72
11.87	15.43
11.84	16.58
11.92	16.69
11.94	11.94
11.89	16.65
11.85	15.40
11.90	15.48
11.94	15.53
11.91	14.29
11.84	17.75
11.88	16.64
11.94	16.72
11.88	19.01
11.84	16.57
11.87	14.25
11.94	17.91
11.90	15.48
11.84	16.58
11.90	14.28
11.94	15.53
11.92	14.30
11.84	17.76
11.88	11.88
11.94	17.91
11.94	17.90
11.85	16.59
11.86	15.42
11.93	19.09
11.91	15.49
11.85	14.22
11.85	15.41
11.94	15.52
11.93	16.70
11.87	17.80
11.88	16.63
11.94	10.74
11.94	15.52
11.85	15.40
11.86	16.60
11.92	14.30
11.94	15.53
11.86	16.61
11.85	17.77
11.90	15.48
11.94	17.90
11.88	15.44
11.84	15.39
11.92	17.89
11.94	20.31
11.89	15.46
11.85	18.96
11.91	19.05
11.95	15.53
11.87	16.62
11.84	17.76
11.90	17.84
11.94	13.13
11.88	17.82
11.84	16.58
11.88	16.63
11.94	19.10
11.90	19.03
11.84	17.77
11.90	16.65
11.94	16.72
11.91	19.06
11.83	17.75
11.88	19.00
11.94	19.10
11.89	23.78
11.84	18.94
11.86	22.53
11.92	21.46
11.90	21.43
11.84	20.13
11.84	21.32
11.93	21.48
11.91	23.82
11.85	22.52
11.86	24.91
11.92	23.85
11.93	25.05
11.84	24.86
11.85	23.70
11.92	21.45
11.91	26.20
11.85	22.51
11.84	23.67
11.90	27.36
11.92	21.46
11.86	24.90
11.83	26.03
11.91	27.40
11.93	23.86
11.87	28.48
11.83	30.75
11.89	32.10
11.92	34.57
11.84	28.41
11.81	38.97
11.86	40.34
11.91	42.87
11.84	46.19
11.79	47.17
11.83	50.86
11.89	57.08
11.84	60.37
11.77	65.90
11.82	76.86
11.85	85.34
11.80	96.73
11.69	119.19
11.80	126.23
11.69	120.36
11.80	121.51
11.68	119.15
11.79	119.11
11.68	119.19
11.80	115.65
11.74	115.10
11.73	116.16
11.81	114.51
11.71	115.92
11.77	118.91
11.74	117.41
11.74	116.20
11.77	117.69
11.71	115.92
11.80	122.69
11.65	142.12
11.71	182.61
11.43	268.61
11.23	412.20
11.01	420.65
11.19	433.12
11.01	420.65
11.20	428.80
11.03	420.16
11.20	432.31
11.02	419.70
11.18	431.70
11.01	420.65
11.19	435.21
11.04	417.30
11.20	433.28
11.03	419.06
11.17	428.85
11.02	421.11
11.18	433.78
11.06	420.27
11.19	434.24
11.05	421.07
11.15	430.31
11.04	421.72
11.16	432.04
11.09	422.45
11.18	431.39
11.07	420.73
11.17	410.97
11.14	393.08
11.18	412.53
11.13	414.10
11.21	407.96
11.51	244.01
11.63	179.16
11.69	133.30
11.76	105.85
11.83	98.18
11.74	78.69
11.76	75.29
11.85	68.72
11.86	62.84
11.79	63.66
11.78	63.59
11.87	61.74
11.87	64.09
11.80	61.38
11.77	63.57
11.86	64.07
11.88	61.76
